time,gFx,gFy,gFz,TgF
15.956592488,-0.4764,0.8841,0.6039,1.172
15.95702995,-0.4984,0.8890,0.5959,1.181
15.957467219,-0.5226,0.8927,0.5846,1.188
15.95793568,-0.5458,0.8956,0.5678,1.193
15.95966718,-0.5668,0.8956,0.5460,1.192
15.961682142,-0.5839,0.8937,0.5206,1.188
15.964260911,-0.5988,0.8898,0.4935,1.181
15.965700373,-0.6117,0.8861,0.4666,1.174
15.968358219,-0.6213,0.8839,0.4393,1.166
15.969171642,-0.6274,0.8837,0.4104,1.159
15.971728757,-0.6303,0.8846,0.3821,1.151
15.97351445,-0.6315,0.8859,0.3567,1.145
15.975995027,-0.6357,0.8890,0.3337,1.143
15.977323988,-0.6396,0.8959,0.3115,1.144
15.979671873,-0.6408,0.9042,0.2912,1.146
15.981523527,-0.6413,0.9122,0.2734,1.148
15.984221796,-0.6418,0.9205,0.2565,1.151
15.986146296,-0.6411,0.9286,0.2389,1.153
15.988804219,-0.6396,0.9372,0.2213,1.156
15.990118527,-0.6398,0.9460,0.2067,1.161
15.991879834,-0.6423,0.9538,0.1950,1.166
15.993823642,-0.6452,0.9599,0.1849,1.171
15.996387296,-0.6496,0.9648,0.1761,1.176
15.997511834,-0.6550,0.9675,0.1678,1.180
16.00036868,-0.6606,0.9692,0.1603,1.184
16.001683488,-0.6682,0.9699,0.1515,1.187
16.005000873,-0.6718,0.9694,0.1471,1.189
16.005881334,-0.6758,0.9684,0.1429,1.190
16.008509834,-0.6789,0.9677,0.1380,1.190
16.009396257,-0.6804,0.9670,0.1327,1.190
16.011784103,-0.6799,0.9662,0.1285,1.188
16.01351768,-0.6787,0.9665,0.1251,1.188
16.015403219,-0.6775,0.9672,0.1219,1.187
16.017419757,-0.6762,0.9709,0.1202,1.189
16.020162334,-0.6760,0.9775,0.1185,1.194
16.026127027,-0.6765,0.9853,0.1178,1.201
16.02710145,-0.6787,0.9946,0.1173,1.210
16.027517527,-0.6833,1.0061,0.1173,1.222
16.027869065,-0.6902,1.0207,0.1185,1.238
16.029758603,-0.6980,1.0373,0.1187,1.256
16.031399719,-0.7075,1.0559,0.1190,1.277
16.033373334,-0.7187,1.0764,0.1187,1.300
16.035442488,-0.7288,1.0994,0.1173,1.324
16.051054027,-0.7388,1.1243,0.1158,1.350
16.051856065,-0.7490,1.1499,0.1151,1.377
16.052214411,-0.7605,1.1741,0.1131,1.403
16.05257318,-0.7723,1.1969,0.1080,1.428
16.05293445,-0.7854,1.2181,0.1016,1.453
16.053266373,-0.7996,1.2401,0.0953,1.479
16.053638796,-0.8143,1.2601,0.0889,1.503
16.054011911,-0.8299,1.2772,0.0804,1.525
16.054346027,-0.8441,1.2921,0.0694,1.545
16.057199411,-0.8543,1.3039,0.0569,1.560
16.05868045,-0.8612,1.3112,0.0430,1.569
16.05956168,-0.8641,1.3129,0.0279,1.572
16.061510257,-0.8639,1.3105,0.0105,1.570
16.063491719,-0.8609,1.3046,-0.0086,1.563
16.065379757,-0.8558,1.2970,-0.0269,1.554
16.067542065,-0.8460,1.2887,-0.0432,1.542
16.069544334,-0.8280,1.2780,-0.0581,1.524
16.072389527,-0.8047,1.2638,-0.0730,1.500
16.073125296,-0.7808,1.2474,-0.0875,1.474
16.075252757,-0.7561,1.2303,-0.0994,1.448
16.07717945,-0.7310,1.2120,-0.1087,1.420
16.07923395,-0.7060,1.1959,-0.1151,1.394
16.081199296,-0.6838,1.1820,-0.1204,1.371
16.083785642,-0.6628,1.1693,-0.1244,1.350
16.08584645,-0.6411,1.1570,-0.1253,1.329
16.088288027,-0.6213,1.1463,-0.1229,1.310
16.08914968,-0.6012,1.1350,-0.1222,1.290
16.091984565,-0.5814,1.1233,-0.1226,1.271
16.093859873,-0.5636,1.1135,-0.1204,1.254
16.096020911,-0.5470,1.1057,-0.1173,1.239
16.097895988,-0.5284,1.0977,-0.1126,1.223
16.099891834,-0.5123,1.0894,-0.1085,1.209
16.101945103,-0.4991,1.0820,-0.1055,1.196
16.103606796,-0.4871,1.0752,-0.1021,1.185
16.105879603,-0.4766,1.0691,-0.0970,1.175
16.107989603,-0.4669,1.0622,-0.0919,1.164
16.109994757,-0.4559,1.0537,-0.0884,1.151
16.112389988,-0.4441,1.0447,-0.0858,1.138
16.11430768,-0.4339,1.0368,-0.0836,1.127
16.116184373,-0.4248,1.0307,-0.0814,1.118
16.11845268,-0.4153,1.0258,-0.0784,1.110
16.119188488,-0.4060,1.0197,-0.0750,1.100
16.125112296,-0.3963,1.0134,-0.0716,1.090
16.125882296,-0.3831,1.0068,-0.0682,1.079
16.126214642,-0.3679,1.0009,-0.0635,1.068
16.128076065,-0.3550,0.9968,-0.0596,1.060
16.129372411,-0.3442,0.9960,-0.0559,1.055
16.131463142,-0.3323,0.9955,-0.0520,1.051
16.133602411,-0.3169,0.9946,-0.0469,1.045
16.135553873,-0.3003,0.9948,-0.0398,1.040
16.14876345,-0.2868,0.9968,-0.0340,1.038
16.14956545,-0.2763,1.0009,-0.0298,1.039
16.150032565,-0.2660,1.0061,-0.0244,1.041
16.15052918,-0.2563,1.0114,-0.0176,1.044
16.151052988,-0.2485,1.0170,-0.0110,1.047
16.151499796,-0.2419,1.0234,-0.0051,1.052
16.15194218,-0.2355,1.0312,0.0020,1.058
16.152405373,-0.2301,1.0427,0.0149,1.068
16.156240719,-0.2262,1.0483,0.0237,1.073
16.15692068,-0.2204,1.0534,0.0322,1.077
16.157312026,-0.2165,1.0581,0.0418,1.081
16.160074988,-0.2135,1.0630,0.0508,1.085
16.162051026,-0.2091,1.0691,0.0596,1.091
16.164004911,-0.2050,1.0745,0.0699,1.096
16.165784526,-0.1996,1.0784,0.0816,1.100
16.168267296,-0.1930,1.0828,0.0926,1.104
16.170063757,-0.1864,1.0869,0.1019,1.107
16.172716988,-0.1813,1.0916,0.1102,1.112
16.173515565,-0.1771,1.0986,0.1217,1.119
16.176188219,-0.1725,1.1035,0.1346,1.125
16.177926565,-0.1673,1.1060,0.1459,1.128
16.179952026,-0.1610,1.1077,0.1556,1.130
16.182030103,-0.1534,1.1089,0.1632,1.131
16.184126757,-0.1439,1.1089,0.1688,1.131
16.186225526,-0.1351,1.1101,0.1732,1.132
16.188232257,-0.1263,1.1135,0.1815,1.135
16.189487796,-0.1153,1.1126,0.1908,1.135
16.192194603,-0.1026,1.1082,0.1976,1.130
16.194021757,-0.0884,1.1011,0.2025,1.123
16.196073565,-0.0740,1.0928,0.2055,1.114
16.198051526,-0.0577,1.0845,0.2074,1.106
16.200095911,-0.0403,1.0764,0.2091,1.097
16.20190218,-0.0235,1.0688,0.2111,1.090
16.203770296,-0.0071,1.0596,0.2121,1.081
16.20538918,0.0088,1.0498,0.2130,1.071
16.208409757,0.0235,1.0407,0.2135,1.063
16.209609296,0.0362,1.0317,0.2130,1.054
16.212167642,0.0474,1.0232,0.2128,1.046
16.213199411,0.0569,1.0144,0.2118,1.038
16.216034449,0.0643,1.0053,0.2103,1.029
16.217278257,0.0696,0.9963,0.2089,1.020
16.224914219,0.0723,0.9868,0.2077,1.011
16.225585603,0.0730,0.9780,0.2069,1.002
16.225931065,0.0657,0.9684,0.2064,0.992
16.226248565,0.0447,0.9596,0.2047,0.982
16.227977757,0.0147,0.9528,0.2001,0.974
16.229575334,-0.0159,0.9474,0.1959,0.968
16.231385411,-0.0450,0.9438,0.1923,0.964
16.233398373,-0.0708,0.9408,0.1886,0.962
16.235449719,-0.0909,0.9389,0.1854,0.961
16.252298988,-0.1041,0.9379,0.1832,0.961
16.253185988,-0.1146,0.9357,0.1813,0.960
16.253688873,-0.1202,0.9320,0.1771,0.956
16.254149911,-0.1168,0.9269,0.1720,0.950
16.254599296,-0.1141,0.9208,0.1671,0.943
16.255149911,-0.1158,0.9152,0.1622,0.937
16.255597103,-0.1187,0.9091,0.1559,0.930
16.255973411,-0.1209,0.9010,0.1490,0.921
16.256280796,-0.1246,0.8912,0.1417,0.911
16.256586949,-0.1295,0.8810,0.1341,0.900
16.257615873,-0.1346,0.8705,0.1287,0.890
16.259226334,-0.1393,0.8587,0.1236,0.879
16.261377103,-0.1439,0.8460,0.1168,0.866
16.263294142,-0.1498,0.8346,0.1099,0.855
16.265374988,-0.1554,0.8223,0.1031,0.843
16.267857142,-0.1586,0.8089,0.0972,0.830
16.270951296,-0.1630,0.7977,0.0923,0.819
16.271759026,-0.1691,0.7869,0.0875,0.810
16.273458642,-0.1752,0.7757,0.0823,0.799
16.275413911,-0.1801,0.7649,0.0779,0.790
16.277634949,-0.1830,0.7544,0.0726,0.780
16.279809911,-0.1854,0.7449,0.0662,0.770
16.281401988,-0.1881,0.7354,0.0599,0.761
16.283365334,-0.1913,0.7251,0.0537,0.752
16.285616026,-0.1945,0.7146,0.0506,0.742
16.287638219,-0.1986,0.7046,0.0481,0.734
16.290141373,-0.2003,0.6936,0.0445,0.723
16.292102565,-0.2016,0.6838,0.0418,0.714
16.293939334,-0.2060,0.6765,0.0406,0.708
16.295606103,-0.2103,0.6689,0.0403,0.702
16.297599873,-0.2145,0.6606,0.0401,0.696
16.300009911,-0.2194,0.6523,0.0406,0.689
16.301721411,-0.2328,0.6445,0.0410,0.686
16.304169988,-0.2409,0.6406,0.0423,0.686
16.305518142,-0.2485,0.6369,0.0430,0.685
16.307782949,-0.2570,0.6328,0.0459,0.685
16.309675719,-0.2646,0.6291,0.0506,0.684
16.311618642,-0.2714,0.6252,0.0547,0.684
16.313694257,-0.2778,0.6232,0.0591,0.685
16.315585372,-0.2832,0.6218,0.0643,0.686
16.317974257,-0.2895,0.6213,0.0684,0.689
16.32504068,-0.2978,0.6222,0.0740,0.694
16.325920719,-0.3056,0.6227,0.0826,0.699
16.326252449,-0.3117,0.6220,0.0894,0.701
16.326607872,-0.3171,0.6205,0.0945,0.703
16.327704603,-0.3240,0.6200,0.1014,0.707
16.329602603,-0.3335,0.6222,0.1092,0.714
16.331445642,-0.3420,0.6254,0.1173,0.722
16.333484296,-0.3481,0.6254,0.1239,0.726
16.335966219,-0.3557,0.6242,0.1302,0.730
16.353974911,-0.3640,0.6232,0.1371,0.735
16.354871219,-0.3757,0.6244,0.1454,0.743
16.355386526,-0.3897,0.6264,0.1539,0.754
16.355849411,-0.4046,0.6298,0.1630,0.766
16.356314257,-0.4163,0.6318,0.1730,0.776
16.356765449,-0.4256,0.6320,0.1849,0.784
16.357191065,-0.4361,0.6323,0.1986,0.793
16.357628449,-0.4505,0.6345,0.2101,0.806
16.35808168,-0.4656,0.6367,0.2211,0.819
16.358532565,-0.4779,0.6357,0.2326,0.829
16.359025526,-0.4881,0.6350,0.2426,0.837
16.35947718,-0.4994,0.6364,0.2526,0.847
16.361663103,-0.5116,0.6374,0.2656,0.859
16.364050872,-0.5245,0.6401,0.2763,0.872
16.365347834,-0.5365,0.6428,0.2832,0.884
16.368001411,-0.5487,0.6445,0.2878,0.894
16.371324949,-0.5604,0.6479,0.2910,0.905
16.372151103,-0.5714,0.6506,0.2944,0.915
16.374144757,-0.5814,0.6530,0.3003,0.924
16.376199911,-0.5902,0.6547,0.3039,0.932
16.378200488,-0.5959,0.6552,0.3051,0.937
16.380229257,-0.6000,0.6562,0.3039,0.940
16.381380142,-0.6054,0.6582,0.3027,0.944
16.384159911,-0.6071,0.6584,0.3029,0.945
16.386291872,-0.6095,0.6589,0.3032,0.947
16.388746526,-0.6130,0.6591,0.3025,0.950
16.389971757,-0.6149,0.6594,0.3022,0.951
16.39225868,-0.6157,0.6608,0.3005,0.952
16.394167603,-0.6154,0.6635,0.2968,0.952
16.396193411,-0.6137,0.6655,0.2922,0.951
16.398043026,-0.6056,0.6665,0.2861,0.945
16.399958372,-0.5910,0.6662,0.2778,0.933
16.402245757,-0.5753,0.6667,0.2675,0.920
16.404890796,-0.5612,0.6672,0.2585,0.909
16.405730103,-0.5490,0.6694,0.2507,0.901
16.408295565,-0.5397,0.6733,0.2436,0.897
16.410239796,-0.5314,0.6777,0.2370,0.893
16.411535488,-0.5228,0.6826,0.2323,0.891
16.413715372,-0.5135,0.6882,0.2282,0.888
16.416432411,-0.5028,0.6951,0.2235,0.886
16.418446757,-0.4918,0.7019,0.2191,0.885
16.425570719,-0.4813,0.7078,0.2147,0.882
16.426308026,-0.4703,0.7131,0.2111,0.880
16.42668818,-0.4595,0.7195,0.2091,0.879
16.427126911,-0.4483,0.7258,0.2077,0.878
16.427496719,-0.4383,0.7327,0.2077,0.879
16.429690642,-0.4290,0.7398,0.2077,0.880
16.431648026,-0.4207,0.7471,0.2094,0.883
16.433342834,-0.4121,0.7537,0.2108,0.885
16.435255834,-0.4048,0.7595,0.2128,0.887
16.454265257,-0.3987,0.7664,0.2169,0.891
16.455224372,-0.3909,0.7727,0.2221,0.894
16.455710795,-0.3833,0.7779,0.2282,0.897
16.456168757,-0.3772,0.7820,0.2340,0.899
16.456606065,-0.3731,0.7854,0.2409,0.902
16.457059257,-0.3704,0.7896,0.2494,0.907
16.457512219,-0.3682,0.7928,0.2590,0.912
16.457966719,-0.3643,0.7950,0.2690,0.915
16.458412642,-0.3552,0.7959,0.2832,0.916
16.458899411,-0.3511,0.7942,0.2927,0.916
16.459357719,-0.3472,0.7920,0.3032,0.916
16.459847565,-0.3425,0.7884,0.3149,0.915
16.462092142,-0.3371,0.7842,0.3261,0.914
16.464096372,-0.3305,0.7793,0.3362,0.911
16.46600418,-0.3257,0.7740,0.3474,0.909
16.468380872,-0.3244,0.7686,0.3574,0.908
16.470129642,-0.3235,0.7644,0.3672,0.908
16.472037949,-0.3227,0.7617,0.3753,0.908
16.47423668,-0.3244,0.7603,0.3821,0.911
16.475646372,-0.3276,0.7586,0.3880,0.913
16.47780718,-0.3308,0.7571,0.3933,0.915
16.480302488,-0.3340,0.7559,0.3985,0.917
16.482374988,-0.3371,0.7552,0.4024,0.920
16.484120488,-0.3398,0.7542,0.4055,0.921
16.486248988,-0.3435,0.7537,0.4092,0.924
16.488656911,-0.3462,0.7542,0.4114,0.926
16.489414988,-0.3496,0.7544,0.4121,0.928
16.491541757,-0.3525,0.7522,0.4131,0.928
16.494371026,-0.3545,0.7498,0.4131,0.927
16.496359411,-0.3564,0.7490,0.4121,0.926
16.497332372,-0.3579,0.7468,0.4124,0.925
16.500263411,-0.3596,0.7439,0.4124,0.923
16.502139449,-0.3618,0.7410,0.4119,0.922
16.504231757,-0.3628,0.7380,0.4114,0.920
16.506526488,-0.3635,0.7361,0.4119,0.919
16.508271449,-0.3643,0.7349,0.4117,0.918
16.509485257,-0.3657,0.7329,0.4117,0.917
16.512251488,-0.3669,0.7310,0.4129,0.916
16.514111257,-0.3691,0.7305,0.4139,0.917
16.516241719,-0.3701,0.7307,0.4146,0.918
16.517504795,-0.3699,0.7297,0.4158,0.918
16.519587988,-0.3718,0.7293,0.4183,0.919
16.526250834,-0.3743,0.7288,0.4212,0.921
16.527144988,-0.3777,0.7285,0.4236,0.924
16.527531911,-0.3821,0.7293,0.4244,0.926
16.527850065,-0.3867,0.7285,0.4246,0.928
16.529715911,-0.3904,0.7278,0.4258,0.929
16.531572642,-0.3965,0.7278,0.4263,0.932
16.53357768,-0.4019,0.7268,0.4278,0.934
16.536169372,-0.4077,0.7246,0.4300,0.936
16.53782568,-0.4158,0.7236,0.4329,0.940
16.546578795,-0.4239,0.7246,0.4354,0.946
16.547311526,-0.4329,0.7268,0.4371,0.952
16.547671949,-0.4420,0.7280,0.4383,0.958
16.548062872,-0.4493,0.7283,0.4410,0.963
16.548412372,-0.4573,0.7275,0.4444,0.967
16.550361526,-0.4654,0.7266,0.4476,0.972
16.552157142,-0.4740,0.7278,0.4505,0.978
16.55467468,-0.4835,0.7283,0.4525,0.984
16.555511642,-0.4918,0.7275,0.4537,0.988
16.557541142,-0.4974,0.7278,0.4544,0.992
16.560024988,-0.5011,0.7295,0.4539,0.995
16.561329372,-0.5067,0.7310,0.4532,0.998
16.564101142,-0.5135,0.7337,0.4532,1.004
16.566045065,-0.5182,0.7371,0.4534,1.009
16.567957372,-0.5189,0.7390,0.4532,1.010
16.570047988,-0.5201,0.7412,0.4517,1.012
16.572932526,-0.5282,0.7468,0.4505,1.020
16.573615372,-0.5385,0.7539,0.4490,1.030
16.576154911,-0.5458,0.7600,0.4456,1.036
16.57804468,-0.5514,0.7676,0.4422,1.043
16.579991911,-0.5585,0.7752,0.4388,1.051
16.581930411,-0.5692,0.7801,0.4361,1.060
16.584163026,-0.5783,0.7847,0.4329,1.067
16.586016142,-0.5880,0.7898,0.4295,1.074
16.588601834,-0.5961,0.7942,0.4256,1.080
16.589615872,-0.6034,0.7994,0.4226,1.087
16.591941065,-0.6095,0.8052,0.4202,1.094
16.594028142,-0.6142,0.8109,0.4161,1.099
16.595172026,-0.6174,0.8160,0.4097,1.102
16.597927103,-0.6169,0.8209,0.4029,1.103
16.60003118,-0.6125,0.8260,0.3975,1.102
16.601977026,-0.6064,0.8343,0.3862,1.101
16.603953757,-0.5959,0.8397,0.3767,1.096
16.605245334,-0.5866,0.8448,0.3711,1.093
16.608246526,-0.5861,0.8490,0.3684,1.095
16.61009418,-0.5880,0.8529,0.3628,1.098
16.612148603,-0.5878,0.8573,0.3560,1.099
16.614246142,-0.5856,0.8619,0.3496,1.099
16.616379872,-0.5849,0.8656,0.3447,1.100
16.617722949,-0.5868,0.8688,0.3413,1.103
16.625884218,-0.5873,0.8717,0.3391,1.104
16.626597411,-0.5849,0.8736,0.3364,1.104
16.626995949,-0.5797,0.8756,0.3354,1.102
16.627318026,-0.5741,0.8780,0.3347,1.101
16.627626603,-0.5678,0.8800,0.3335,1.099
16.635040718,-0.5599,0.8815,0.3347,1.097
16.635639795,-0.5516,0.8824,0.3374,1.094
16.636003641,-0.5426,0.8837,0.3398,1.091
16.636325603,-0.5350,0.8849,0.3435,1.090
16.647039603,-0.5289,0.8844,0.3481,1.088
16.647860988,-0.5238,0.8827,0.3545,1.086
16.648206449,-0.5179,0.8802,0.3621,1.084
16.64851068,-0.5094,0.8768,0.3701,1.079
16.648843795,-0.4996,0.8732,0.3787,1.075
16.649150603,-0.4918,0.8707,0.3899,1.073
16.649451141,-0.4862,0.8690,0.4029,1.074
16.652912449,-0.4849,0.8680,0.4161,1.078
16.65355668,-0.4862,0.8653,0.4307,1.082
16.655789872,-0.4862,0.8626,0.4456,1.086
16.65832868,-0.4862,0.8600,0.4595,1.090
16.660308141,-0.4859,0.8565,0.4744,1.093
16.662370488,-0.4823,0.8514,0.4893,1.094
16.664428911,-0.4784,0.8443,0.5030,1.093
16.665507641,-0.4744,0.8370,0.5155,1.092
16.668327026,-0.4708,0.8302,0.5250,1.089
16.670253449,-0.4661,0.8243,0.5319,1.086
16.672693295,-0.4625,0.8196,0.5363,1.083
16.673676488,-0.4600,0.8172,0.5392,1.082
16.676486834,-0.4581,0.8162,0.5404,1.081
16.678310949,-0.4566,0.8170,0.5397,1.080
16.680425757,-0.4549,0.8206,0.5363,1.081
16.682412949,-0.4566,0.8265,0.5304,1.083
16.683776295,-0.4581,0.8333,0.5238,1.086
16.685659257,-0.4581,0.8424,0.5160,1.089
16.688258988,-0.4566,0.8536,0.5067,1.093
16.689663257,-0.4517,0.8644,0.4984,1.095
16.692132257,-0.4444,0.8778,0.4849,1.097
16.693696295,-0.4358,0.8942,0.4669,1.099
16.695866026,-0.4373,0.9125,0.4507,1.108
16.697736872,-0.4556,0.9328,0.4393,1.127
16.699824334,-0.4774,0.9528,0.4268,1.148
16.701792641,-0.4945,0.9716,0.4136,1.166
16.704655795,-0.5094,0.9904,0.4012,1.184
16.705769411,-0.5265,1.0085,0.3887,1.202
16.708466026,-0.5433,1.0258,0.3745,1.220
16.710505872,-0.5585,1.0434,0.3608,1.237
16.712728526,-0.5749,1.0715,0.3391,1.262
16.714635795,-0.5856,1.0867,0.3225,1.276
16.716815257,-0.5959,1.0977,0.3042,1.285
16.718664218,-0.6042,1.1072,0.2849,1.293
16.720972988,-0.6120,1.1160,0.2634,1.300
16.722020911,-0.6198,1.1248,0.2431,1.307
16.723947295,-0.6266,1.1321,0.2235,1.313
16.726179488,-0.6296,1.1372,0.2042,1.316
16.728481103,-0.6313,1.1414,0.1859,1.318
16.730159488,-0.6352,1.1475,0.1681,1.322
16.732153026,-0.6413,1.1524,0.1510,1.327
16.733992565,-0.6481,1.1553,0.1344,1.332
16.742374026,-0.6552,1.1556,0.1182,1.334
16.743214257,-0.6626,1.1541,0.1036,1.335
16.743614641,-0.6696,1.1524,0.0901,1.336
16.743972603,-0.6779,1.1504,0.0772,1.338
16.744375218,-0.6845,1.1463,0.0645,1.337
16.746985064,-0.6867,1.1402,0.0515,1.332
16.748898526,-0.6858,1.1319,0.0366,1.324
16.749973718,-0.6806,1.1221,0.0193,1.313
16.751661334,-0.6726,1.1128,0.0022,1.300
16.768446218,-0.6601,1.1040,-0.0137,1.286
16.769191334,-0.6435,1.0960,-0.0315,1.271
16.769578641,-0.6254,1.0901,-0.0481,1.258
16.769927949,-0.6093,1.0874,-0.0628,1.248
16.770255295,-0.5924,1.0872,-0.0745,1.240
16.770628641,-0.5768,1.0891,-0.0853,1.235
16.771075449,-0.5648,1.0928,-0.0941,1.234
16.771442334,-0.5546,1.0989,-0.0999,1.235
16.77178768,-0.5455,1.1062,-0.1033,1.238
16.772124526,-0.5399,1.1148,-0.1048,1.243
16.773741488,-0.5343,1.1226,-0.1041,1.248
16.775821795,-0.5292,1.1280,-0.0997,1.250
16.77778818,-0.5248,1.1343,-0.0943,1.253
16.779713372,-0.5213,1.1434,-0.0865,1.260
16.78148268,-0.5192,1.1531,-0.0792,1.267
16.783585911,-0.5157,1.1627,-0.0713,1.274
16.787035834,-0.5096,1.1690,-0.0623,1.277
16.787906218,-0.5016,1.1729,-0.0518,1.277
16.789818334,-0.4933,1.1768,-0.0406,1.277
16.792387334,-0.4847,1.1805,-0.0300,1.276
16.793785218,-0.4754,1.1856,-0.0215,1.278
16.796348295,-0.4634,1.1907,-0.0142,1.278
16.798464295,-0.4493,1.1942,-0.0083,1.276
16.800432718,-0.4351,1.1961,-0.0027,1.273
16.802514564,-0.4195,1.1964,0.0032,1.268
16.805214872,-0.4033,1.1954,0.0090,1.262
16.806008257,-0.3870,1.1939,0.0137,1.255
16.80858868,-0.3709,1.1912,0.0173,1.248
16.809664641,-0.3564,1.1861,0.0198,1.239
16.812284603,-0.3425,1.1798,0.0222,1.229
16.814454757,-0.3293,1.1697,0.0232,1.215
16.816842488,-0.3169,1.1548,0.0217,1.198
16.817944757,-0.3076,1.1353,0.0191,1.176
16.819962372,-0.3010,1.1145,0.0151,1.155
16.821973488,-0.2990,1.0940,0.0086,1.134
16.824607218,-0.3046,1.0767,0.0012,1.119
16.82650018,-0.3176,1.0632,-0.0044,1.110
16.828606911,-0.3345,1.0522,-0.0098,1.104
16.830666218,-0.3528,1.0425,-0.0166,1.101
16.832581411,-0.3713,1.0329,-0.0244,1.098
16.833844141,-0.3880,1.0232,-0.0310,1.095
16.836788949,-0.4026,1.0139,-0.0362,1.091
16.843632564,-0.4161,1.0058,-0.0398,1.089
16.844467411,-0.4297,0.9992,-0.0408,1.088
16.844803718,-0.4424,0.9933,-0.0408,1.088
16.84511018,-0.4564,0.9890,-0.0393,1.090
16.845833949,-0.4747,0.9870,-0.0335,1.096
16.847829218,-0.4952,0.9836,-0.0254,1.101
16.849494257,-0.5148,0.9792,-0.0181,1.106
16.851813603,-0.5355,0.9765,-0.0105,1.114
16.871780257,-0.5629,0.9775,0.0005,1.128
16.872645257,-0.5976,0.9809,0.0127,1.149
16.873124949,-0.6310,0.9841,0.0239,1.169
16.873581949,-0.6606,0.9865,0.0325,1.188
16.874064257,-0.7034,0.9902,0.0440,1.215
16.874519757,-0.7327,0.9941,0.0547,1.236
16.875043834,-0.7613,0.9977,0.0662,1.257
16.875421411,-0.7894,1.0012,0.0765,1.277
16.875769064,-0.8150,1.0051,0.0867,1.297
16.87611418,-0.8367,1.0087,0.0948,1.314
16.876457064,-0.8551,1.0126,0.1004,1.329
16.876805218,-0.8695,1.0156,0.1024,1.341
16.877829757,-0.8810,1.0168,0.1011,1.349
16.880476564,-0.8883,1.0151,0.0970,1.352
16.881718872,-0.8920,1.0122,0.0909,1.352
16.883865526,-0.8920,1.0085,0.0826,1.349
16.885685872,-0.8893,1.0024,0.0738,1.342
16.887820141,-0.8849,0.9943,0.0630,1.333
16.88965018,-0.8780,0.9855,0.0496,1.321
16.892272103,-0.8683,0.9765,0.0349,1.307
16.893806487,-0.8570,0.9667,0.0203,1.292
16.896532641,-0.8458,0.9565,0.0054,1.277
16.898587064,-0.8336,0.9462,-0.0081,1.261
16.900332526,-0.8199,0.9359,-0.0208,1.244
16.90237468,-0.8067,0.9245,-0.0337,1.227
16.904631564,-0.7935,0.9120,-0.0464,1.210
16.905717103,-0.7808,0.8998,-0.0591,1.193
16.908123064,-0.7671,0.8885,-0.0706,1.176
16.910347141,-0.7517,0.8778,-0.0801,1.158
16.912574526,-0.7344,0.8675,-0.0880,1.140
16.914511141,-0.7175,0.8570,-0.0948,1.122
16.916675949,-0.7021,0.8470,-0.1019,1.105
16.918447987,-0.6863,0.8367,-0.1077,1.088
16.921047949,-0.6694,0.8258,-0.1114,1.069
16.921851487,-0.6523,0.8157,-0.1143,1.051
16.924564603,-0.6352,0.8055,-0.1168,1.032
16.925911064,-0.6183,0.7950,-0.1185,1.014
16.928359064,-0.6027,0.7852,-0.1202,0.997
16.930417911,-0.5893,0.7762,-0.1212,0.982
16.932636141,-0.5771,0.7674,-0.1214,0.968
16.935005834,-0.5663,0.7588,-0.1209,0.955
16.935642757,-0.5558,0.7512,-0.1197,0.942
16.941668372,-0.5465,0.7432,-0.1173,0.930
16.942330911,-0.5377,0.7349,-0.1146,0.918
16.942663603,-0.5289,0.7271,-0.1119,0.906
16.944936911,-0.5223,0.7207,-0.1099,0.897
16.945740411,-0.5170,0.7151,-0.1075,0.889
16.947687487,-0.5113,0.7087,-0.1036,0.880
16.949679834,-0.5062,0.7026,-0.0992,0.872
16.951834757,-0.5020,0.6982,-0.0941,0.865
16.963013372,-0.4974,0.6938,-0.0882,0.858
16.963664641,-0.4933,0.6894,-0.0828,0.852
16.964013141,-0.4908,0.6863,-0.0782,0.847
16.964328564,-0.4891,0.6845,-0.0728,0.844
16.964623872,-0.4879,0.6833,-0.0667,0.842
16.964948641,-0.4869,0.6814,-0.0599,0.840
16.966401295,-0.4867,0.6784,-0.0528,0.837
16.96860491,-0.4871,0.6753,-0.0467,0.834
16.971215449,-0.4874,0.6714,-0.0410,0.831
16.972012487,-0.4864,0.6694,-0.0359,0.828
16.97435691,-0.4852,0.6687,-0.0322,0.827
16.976301257,-0.4840,0.6674,-0.0283,0.825
16.978356064,-0.4835,0.6655,-0.0242,0.823
16.980450603,-0.4837,0.6638,-0.0205,0.822
16.981752834,-0.4837,0.6635,-0.0159,0.821
16.984566564,-0.4832,0.6635,-0.0110,0.821
16.986497218,-0.4820,0.6630,-0.0076,0.820
16.988641257,-0.4806,0.6626,-0.0046,0.818
16.990480526,-0.4806,0.6633,-0.0017,0.819
16.99241441,-0.4808,0.6643,0.0010,0.820
16.994407064,-0.4810,0.6648,0.0037,0.821
16.996615295,-0.4798,0.6648,0.0066,0.820
16.99773068,-0.4779,0.6648,0.0093,0.819
17.00036868,-0.4764,0.6648,0.0115,0.818
17.002517064,-0.4754,0.6650,0.0137,0.818
17.005157257,-0.4744,0.6648,0.0147,0.817
17.005941372,-0.4737,0.6645,0.0156,0.816
17.008022064,-0.4725,0.6640,0.0156,0.815
17.01003091,-0.4708,0.6633,0.0142,0.814
17.012580334,-0.4693,0.6623,0.0120,0.812
17.01442291,-0.4686,0.6618,0.0110,0.811
17.01564741,-0.4661,0.6606,0.0093,0.809
