time,gFx,gFy,gFz,TgF
14.889127412,-0.2350,0.9262,-0.0899,0.960
14.891248374,-0.2262,0.9218,-0.0821,0.953
14.893130297,-0.2199,0.9198,-0.0757,0.949
14.895033912,-0.2150,0.9201,-0.0696,0.947
14.897634297,-0.2101,0.9198,-0.0613,0.945
14.898874566,-0.2055,0.9181,-0.0503,0.942
14.90154995,-0.2030,0.9176,-0.0388,0.941
14.903316758,-0.2003,0.9176,-0.0288,0.940
14.905058258,-0.1981,0.9181,-0.0215,0.939
14.907004489,-0.1964,0.9196,-0.0127,0.940
14.908979297,-0.1945,0.9205,-0.0032,0.941
14.910737489,-0.1937,0.9218,0.0051,0.942
14.913564874,-0.1935,0.9230,0.0122,0.943
14.914837412,-0.1932,0.9242,0.0195,0.944
14.917483258,-0.1950,0.9271,0.0252,0.948
14.919527143,-0.1976,0.9306,0.0300,0.952
14.925387873,-0.2013,0.9345,0.0347,0.957
14.926058335,-0.2077,0.9401,0.0393,0.964
14.926433335,-0.2138,0.9467,0.0447,0.972
14.926842412,-0.2194,0.9528,0.0493,0.979
14.929042873,-0.2265,0.9599,0.0518,0.988
14.930843066,-0.2333,0.9687,0.0547,0.998
14.933328797,-0.2397,0.9780,0.0577,1.009
14.934740643,-0.2463,0.9872,0.0591,1.019
14.949640373,-0.2519,0.9965,0.0562,1.029
14.950480989,-0.2575,1.0085,0.0530,1.042
14.951031604,-0.2621,1.0210,0.0550,1.056
14.951494335,-0.2646,1.0312,0.0559,1.066
14.952058604,-0.2656,1.0395,0.0562,1.074
14.952431027,-0.2648,1.0461,0.0547,1.081
14.952753412,-0.2626,1.0520,0.0535,1.086
14.952966143,-0.2597,1.0581,0.0525,1.091
14.953493489,-0.2558,1.0632,0.0511,1.095
14.955510527,-0.2519,1.0669,0.0498,1.097
14.956929412,-0.2482,1.0686,0.0489,1.098
14.958959412,-0.2436,1.0693,0.0464,1.098
14.960936758,-0.2389,1.0698,0.0442,1.097
14.963009797,-0.2343,1.0698,0.0410,1.096
14.964902527,-0.2279,1.0693,0.0371,1.094
14.966831258,-0.2191,1.0657,0.0344,1.089
14.969078989,-0.2067,1.0581,0.0296,1.078
14.97091572,-0.1984,1.0530,0.0254,1.072
14.973229566,-0.1898,1.0459,0.0217,1.063
14.974813873,-0.1808,1.0376,0.0181,1.053
14.97714045,-0.1722,1.0293,0.0134,1.044
14.979076258,-0.1649,1.0197,0.0086,1.033
14.981758527,-0.1583,1.0100,0.0042,1.022
14.982852643,-0.1534,1.0004,-0.0015,1.012
14.985673258,-0.1500,0.9909,-0.0066,1.002
14.988270258,-0.1478,0.9821,-0.0103,0.993
14.989212527,-0.1468,0.9728,-0.0149,0.984
14.990918104,-0.1483,0.9623,-0.0198,0.974
14.993034989,-0.1527,0.9533,-0.0239,0.966
14.995809258,-0.1593,0.9457,-0.0271,0.959
14.997848758,-0.1683,0.9391,-0.0293,0.955
14.998917643,-0.1766,0.9318,-0.0305,0.949
15.001015604,-0.1849,0.9257,-0.0320,0.945
15.005548258,-0.1935,0.9205,-0.0322,0.941
15.006373258,-0.2016,0.9149,-0.0315,0.937
15.006914758,-0.2099,0.9091,-0.0318,0.934
15.009753527,-0.2169,0.9027,-0.0315,0.929
15.011874143,-0.2216,0.8968,-0.0318,0.924
15.013898527,-0.2245,0.8915,-0.0320,0.920
15.015672373,-0.2262,0.8856,-0.0332,0.915
15.017277989,-0.2277,0.8795,-0.0349,0.909
15.019879835,-0.2277,0.8729,-0.0362,0.903
15.026645566,-0.2262,0.8656,-0.0376,0.895
15.027464335,-0.2257,0.8590,-0.0393,0.889
15.027781412,-0.2274,0.8524,-0.0406,0.883
15.028117335,-0.2289,0.8468,-0.0418,0.878
15.029430489,-0.2289,0.8404,-0.0423,0.872
15.030957181,-0.2292,0.8331,-0.0425,0.865
15.032954527,-0.2304,0.8260,-0.0440,0.859
15.035484681,-0.2338,0.8194,-0.0447,0.853
15.04565022,-0.2382,0.8133,-0.0445,0.849
15.046382566,-0.2419,0.8072,-0.0437,0.844
15.046746027,-0.2441,0.8023,-0.0428,0.840
15.047179873,-0.2472,0.7972,-0.0428,0.836
15.04754395,-0.2511,0.7923,-0.0435,0.832
15.047886181,-0.2553,0.7876,-0.0432,0.829
15.049819527,-0.2607,0.7835,-0.0420,0.827
15.050997835,-0.2658,0.7793,-0.0408,0.824
15.054444258,-0.2722,0.7749,-0.0386,0.822
15.055017258,-0.2810,0.7723,-0.0357,0.823
15.058260489,-0.2900,0.7708,-0.0327,0.824
15.059352835,-0.2981,0.7688,-0.0293,0.825
15.061620373,-0.3046,0.7666,-0.0254,0.825
15.063587566,-0.3122,0.7657,-0.0222,0.827
15.065686258,-0.3205,0.7642,-0.0178,0.829
15.06767095,-0.3281,0.7617,-0.0127,0.830
15.069843335,-0.3340,0.7583,-0.0076,0.829
15.07204745,-0.3396,0.7556,-0.0029,0.828
15.073746912,-0.3467,0.7539,0.0017,0.830
15.074924912,-0.3545,0.7530,0.0066,0.832
15.077966027,-0.3611,0.7512,0.0125,0.834
15.079904681,-0.3669,0.7471,0.0181,0.833
15.081126527,-0.3718,0.7432,0.0247,0.831
15.082838296,-0.3767,0.7400,0.0325,0.831
15.085758258,-0.3816,0.7371,0.0403,0.831
15.08853872,-0.3872,0.7339,0.0476,0.831
15.089317681,-0.3936,0.7302,0.0557,0.831
15.091245796,-0.4016,0.7263,0.0645,0.832
15.093701643,-0.4102,0.7227,0.0718,0.834
15.095136412,-0.4192,0.7200,0.0789,0.837
15.097780796,-0.4275,0.7187,0.0865,0.841
15.099719066,-0.4354,0.7180,0.0950,0.845
15.101712296,-0.4441,0.7163,0.1038,0.849
15.10370922,-0.4537,0.7148,0.1119,0.854
15.106267873,-0.4634,0.7139,0.1185,0.859
15.10713022,-0.4737,0.7129,0.1234,0.865
15.109833989,-0.4830,0.7129,0.1283,0.871
15.111648604,-0.4908,0.7131,0.1344,0.876
15.11388595,-0.4969,0.7122,0.1405,0.880
15.11599495,-0.5035,0.7119,0.1488,0.885
15.117007989,-0.5084,0.7129,0.1520,0.889
15.118938643,-0.5126,0.7131,0.1564,0.892
15.126822796,-0.5170,0.7117,0.1608,0.894
15.127578181,-0.5213,0.7100,0.1639,0.896
15.12800422,-0.5255,0.7095,0.1664,0.898
15.128354873,-0.5284,0.7097,0.1688,0.901
15.130334758,-0.5301,0.7095,0.1720,0.902
15.132274412,-0.5299,0.7095,0.1732,0.902
15.132861104,-0.5292,0.7092,0.1717,0.901
15.135849719,-0.5284,0.7097,0.1691,0.901
15.156755989,-0.5255,0.7100,0.1664,0.899
15.157661412,-0.5206,0.7095,0.1647,0.895
15.158134335,-0.5140,0.7100,0.1617,0.891
15.159362258,-0.5052,0.7107,0.1576,0.886
15.16049145,-0.4950,0.7119,0.1522,0.880
15.160943143,-0.4847,0.7129,0.1480,0.875
15.161262604,-0.4764,0.7134,0.1451,0.870
15.161570796,-0.4698,0.7136,0.1422,0.866
15.161872604,-0.4637,0.7151,0.1388,0.863
15.162195873,-0.4578,0.7183,0.1349,0.862
15.162516989,-0.4522,0.7214,0.1314,0.862
15.162892681,-0.4466,0.7239,0.1295,0.860
15.163207373,-0.4422,0.7271,0.1283,0.861
15.16352995,-0.4395,0.7307,0.1275,0.862
15.165172219,-0.4371,0.7349,0.1273,0.864
15.167207412,-0.4332,0.7390,0.1263,0.866
15.169372489,-0.4305,0.7442,0.1261,0.869
15.171071989,-0.4285,0.7493,0.1266,0.872
15.173550566,-0.4268,0.7554,0.1270,0.877
15.175930527,-0.4253,0.7615,0.1275,0.882
15.177324527,-0.4246,0.7679,0.1287,0.887
15.179399604,-0.4246,0.7749,0.1300,0.893
15.182222219,-0.4241,0.7823,0.1312,0.899
15.184582181,-0.4222,0.7886,0.1336,0.904
15.185193066,-0.4187,0.7940,0.1361,0.908
15.188611066,-0.4151,0.7999,0.1380,0.912
15.189715335,-0.4121,0.8055,0.1405,0.916
15.191715796,-0.4102,0.8094,0.1446,0.919
15.193182066,-0.4087,0.8126,0.1502,0.922
15.196203643,-0.4073,0.8160,0.1549,0.925
15.197968335,-0.4051,0.8199,0.1595,0.928
15.198897258,-0.4031,0.8236,0.1656,0.932
15.202056681,-0.4014,0.8270,0.1720,0.935
15.203262335,-0.3980,0.8299,0.1786,0.938
15.205275104,-0.3931,0.8326,0.1854,0.939
15.207991143,-0.3894,0.8353,0.1920,0.941
15.210002835,-0.3862,0.8372,0.1986,0.943
15.21192545,-0.3819,0.8397,0.2057,0.945
15.21297995,-0.3765,0.8419,0.2135,0.947
15.215903066,-0.3713,0.8443,0.2201,0.948
15.217910296,-0.3665,0.8460,0.2272,0.950
15.219788527,-0.3633,0.8487,0.2353,0.953
15.22579345,-0.3601,0.8512,0.2436,0.956
15.226455258,-0.3542,0.8512,0.2497,0.955
15.226876719,-0.3457,0.8512,0.2551,0.953
15.227242719,-0.3389,0.8521,0.2621,0.954
15.22913345,-0.3345,0.8534,0.2695,0.955
15.230856104,-0.3298,0.8548,0.2768,0.957
15.23374995,-0.3252,0.8582,0.2834,0.961
15.235328412,-0.3203,0.8595,0.2900,0.962
15.23729695,-0.3156,0.8595,0.2954,0.962
15.25189545,-0.3125,0.8595,0.3003,0.963
15.252649104,-0.3088,0.8597,0.3051,0.963
15.253054796,-0.3056,0.8600,0.3093,0.964
15.253428373,-0.3020,0.8619,0.3156,0.966
15.253772412,-0.2981,0.8639,0.3222,0.969
15.25412795,-0.2941,0.8663,0.3286,0.972
15.254479642,-0.2885,0.8688,0.3352,0.975
15.254918873,-0.2832,0.8705,0.3423,0.977
15.255291527,-0.2812,0.8722,0.3496,0.981
15.259984527,-0.2802,0.8746,0.3557,0.985
15.261087566,-0.2812,0.8771,0.3623,0.990
15.261525873,-0.2829,0.8795,0.3704,0.995
15.263098219,-0.2849,0.8819,0.3772,1.001
15.265144373,-0.2853,0.8846,0.3870,1.007
15.266894681,-0.2863,0.8832,0.3933,1.008
15.268933335,-0.2868,0.8805,0.3994,1.008
15.271311104,-0.2863,0.8783,0.4065,1.009
15.273910719,-0.2868,0.8768,0.4129,1.011
15.274908104,-0.2890,0.8756,0.4178,1.012
15.277252104,-0.2912,0.8729,0.4219,1.012
15.279790566,-0.2944,0.8692,0.4251,1.011
15.280875258,-0.2983,0.8646,0.4270,1.009
15.283073681,-0.3046,0.8597,0.4295,1.008
15.285003835,-0.3134,0.8565,0.4307,1.009
15.28740945,-0.3242,0.8548,0.4300,1.010
15.289816219,-0.3362,0.8524,0.4285,1.012
15.291963373,-0.3481,0.8507,0.4263,1.013
15.293781296,-0.3604,0.8497,0.4236,1.016
15.295608296,-0.3713,0.8482,0.4197,1.017
15.297791566,-0.3804,0.8473,0.4146,1.017
15.299710219,-0.3892,0.8477,0.4077,1.018
15.301923373,-0.3985,0.8490,0.3999,1.020
15.30416445,-0.4082,0.8495,0.3916,1.021
15.306742835,-0.4158,0.8495,0.3823,1.020
15.307672219,-0.4212,0.8487,0.3735,1.018
15.309064796,-0.4261,0.8480,0.3647,1.017
15.311042604,-0.4300,0.8475,0.3557,1.015
15.313850219,-0.4358,0.8495,0.3479,1.016
15.315823719,-0.4422,0.8521,0.3381,1.018
15.317972642,-0.4473,0.8551,0.3274,1.019
15.319993296,-0.4515,0.8592,0.3174,1.021
15.326282527,-0.4542,0.8644,0.3083,1.024
15.327095181,-0.4559,0.8707,0.2998,1.028
15.327466719,-0.4588,0.8768,0.2910,1.031
15.327808989,-0.4620,0.8841,0.2822,1.037
15.329148796,-0.4666,0.8949,0.2741,1.046
15.331133912,-0.4730,0.9056,0.2678,1.056
15.333165489,-0.4786,0.9152,0.2624,1.066
15.335103142,-0.4832,0.9264,0.2575,1.076
15.352196258,-0.4862,0.9376,0.2543,1.086
15.353218104,-0.4884,0.9491,0.2524,1.097
15.353702104,-0.4920,0.9609,0.2531,1.109
15.35415745,-0.4955,0.9721,0.2543,1.120
15.354620565,-0.4972,0.9828,0.2555,1.131
15.355189835,-0.4977,0.9929,0.2587,1.140
15.355665873,-0.4981,1.0021,0.2626,1.150
15.356111758,-0.4974,1.0095,0.2673,1.157
15.356580796,-0.4945,1.0163,0.2724,1.163
15.359280527,-0.4915,1.0217,0.2783,1.167
15.359922181,-0.4893,1.0278,0.2844,1.173
15.360282412,-0.4869,1.0327,0.2893,1.178
15.360972565,-0.4845,1.0361,0.2949,1.181
15.363031065,-0.4818,1.0400,0.3017,1.185
15.36492795,-0.4791,1.0432,0.3088,1.189
15.367031796,-0.4776,1.0473,0.3147,1.193
15.368987796,-0.4774,1.0527,0.3183,1.199
15.371363065,-0.4771,1.0564,0.3218,1.203
15.373181989,-0.4771,1.0596,0.3247,1.207
15.375149489,-0.4798,1.0647,0.3254,1.212
15.377150027,-0.4840,1.0706,0.3249,1.219
15.379054873,-0.4871,1.0769,0.3235,1.225
15.380921142,-0.4913,1.0840,0.3210,1.233
15.382945065,-0.4981,1.0930,0.3176,1.242
15.385122565,-0.5055,1.1043,0.3137,1.254
15.387530489,-0.5113,1.1165,0.3103,1.267
15.389470412,-0.5182,1.1306,0.3071,1.281
15.391331181,-0.5287,1.1463,0.3037,1.298
15.393124565,-0.5414,1.1612,0.3012,1.316
15.394900527,-0.5531,1.1751,0.2990,1.333
15.397045104,-0.5621,1.1876,0.2963,1.347
15.399125104,-0.5712,1.1983,0.2941,1.360
15.401094796,-0.5790,1.2079,0.2910,1.371
15.403091681,-0.5844,1.2152,0.2861,1.378
15.405124758,-0.5885,1.2223,0.2790,1.385
15.407032989,-0.5951,1.2291,0.2726,1.393
15.409175258,-0.6017,1.2333,0.2658,1.398
15.411121527,-0.6044,1.2337,0.2563,1.398
15.413750489,-0.6020,1.2284,0.2397,1.389
15.415110373,-0.5964,1.2228,0.2279,1.379
15.417730835,-0.5893,1.2179,0.2162,1.370
15.419157565,-0.5805,1.2113,0.2038,1.359
15.42509395,-0.5678,1.1998,0.1920,1.341
15.425772258,-0.5509,1.1876,0.1815,1.322
15.42614945,-0.5328,1.1739,0.1710,1.300
15.427428912,-0.5143,1.1590,0.1617,1.278
15.429927527,-0.4959,1.1456,0.1554,1.258
15.431707104,-0.4774,1.1321,0.1502,1.238
15.432898835,-0.4571,1.1184,0.1473,1.217
15.43501695,-0.4378,1.1050,0.1461,1.198
15.451809835,-0.4197,1.0925,0.1459,1.179
15.452717719,-0.4026,1.0806,0.1478,1.163
15.453201335,-0.3860,1.0671,0.1515,1.145
15.453680527,-0.3694,1.0530,0.1566,1.127
15.454121912,-0.3516,1.0371,0.1627,1.107
15.454590719,-0.3357,1.0195,0.1695,1.087
15.455139065,-0.3205,1.0021,0.1764,1.067
15.455595912,-0.3061,0.9858,0.1837,1.048
15.456050335,-0.2924,0.9694,0.1923,1.031
15.456509181,-0.2800,0.9543,0.2001,1.014
15.456973988,-0.2690,0.9406,0.2084,1.000
15.459207181,-0.2597,0.9279,0.2157,0.987
15.460991796,-0.2526,0.9154,0.2216,0.975
15.463223912,-0.2489,0.9061,0.2250,0.966
15.465231412,-0.2480,0.8995,0.2257,0.960
15.467894527,-0.2489,0.8942,0.2238,0.955
15.469330835,-0.2519,0.8922,0.2191,0.953
15.472312027,-0.2555,0.8920,0.2128,0.952
15.473099181,-0.2607,0.8939,0.2038,0.953
15.475324719,-0.2682,0.8986,0.1918,0.957
15.477854258,-0.2778,0.9052,0.1779,0.963
15.479748758,-0.2849,0.9110,0.1620,0.968
15.481672373,-0.2883,0.9152,0.1468,0.971
15.483648642,-0.2956,0.9213,0.1290,0.976
15.485711488,-0.3068,0.9291,0.1077,0.984
15.487623642,-0.3210,0.9367,0.0855,0.994
15.489797142,-0.3362,0.9447,0.0640,1.005
15.491582488,-0.3516,0.9528,0.0442,1.017
15.49322845,-0.3650,0.9594,0.0261,1.027
15.495213065,-0.3767,0.9648,0.0103,1.036
15.497190988,-0.3882,0.9697,-0.0046,1.044
15.499250335,-0.3990,0.9736,-0.0171,1.052
15.501427335,-0.4090,0.9758,-0.0271,1.058
15.504198758,-0.4183,0.9760,-0.0352,1.062
15.505033258,-0.4261,0.9740,-0.0413,1.064
15.50733645,-0.4354,0.9697,-0.0474,1.064
15.509080296,-0.4461,0.9643,-0.0528,1.064
15.510975681,-0.4561,0.9587,-0.0591,1.063
15.513058604,-0.4669,0.9523,-0.0652,1.063
15.514933335,-0.4774,0.9469,-0.0706,1.063
15.517109258,-0.4879,0.9418,-0.0750,1.063
15.519169873,-0.4981,0.9372,-0.0799,1.064
15.52465245,-0.5072,0.9330,-0.0845,1.065
15.52550245,-0.5140,0.9296,-0.0887,1.066
15.525996181,-0.5192,0.9269,-0.0943,1.067
15.528087258,-0.5233,0.9247,-0.1011,1.067
15.529328527,-0.5272,0.9235,-0.1087,1.069
15.531220258,-0.5297,0.9225,-0.1156,1.070
15.533197796,-0.5319,0.9218,-0.1219,1.071
15.535220219,-0.5326,0.9210,-0.1292,1.072
15.550202258,-0.5319,0.9205,-0.1368,1.072
15.551009373,-0.5309,0.9198,-0.1437,1.072
15.551386604,-0.5292,0.9181,-0.1500,1.070
15.551763488,-0.5272,0.9171,-0.1564,1.069
15.552113219,-0.5260,0.9164,-0.1610,1.069
15.552474258,-0.5235,0.9142,-0.1654,1.066
15.552839296,-0.5209,0.9122,-0.1695,1.064
15.553193219,-0.5165,0.9103,-0.1732,1.061
15.553538335,-0.5133,0.9081,-0.1759,1.058
15.559887681,-0.5111,0.9064,-0.1776,1.056
15.560728835,-0.5099,0.9056,-0.1805,1.055
15.561186835,-0.5084,0.9064,-0.1827,1.055
15.561677835,-0.5069,0.9074,-0.1825,1.055
15.563760604,-0.5055,0.9088,-0.1820,1.056
15.565072335,-0.5035,0.9096,-0.1810,1.055
15.568055527,-0.5020,0.9120,-0.1793,1.056
15.569978796,-0.5011,0.9166,-0.1771,1.060
15.572929642,-0.5016,0.9210,-0.1749,1.063
15.573707604,-0.5033,0.9245,-0.1720,1.067
15.576639142,-0.5057,0.9286,-0.1688,1.071
15.577271796,-0.5079,0.9330,-0.1644,1.075
15.579921219,-0.5101,0.9372,-0.1588,1.079
15.58184495,-0.5126,0.9398,-0.1537,1.081
15.583883373,-0.5143,0.9435,-0.1480,1.085
15.585029258,-0.5167,0.9479,-0.1415,1.089
15.588170527,-0.5201,0.9526,-0.1363,1.094
15.589361181,-0.5240,0.9557,-0.1331,1.098
15.591854142,-0.5270,0.9599,-0.1302,1.103
15.593249604,-0.5299,0.9640,-0.1263,1.107
15.595942681,-0.5333,0.9687,-0.1217,1.112
15.598085488,-0.5365,0.9731,-0.1168,1.117
15.600278219,-0.5392,0.9772,-0.1134,1.122
15.60221245,-0.5416,0.9826,-0.1109,1.127
15.605109296,-0.5448,0.9897,-0.1080,1.135
15.605877604,-0.5477,0.9963,-0.1063,1.142
15.608013411,-0.5497,1.0029,-0.1063,1.149
15.609966796,-0.5524,1.0087,-0.1060,1.155
15.61191245,-0.5563,1.0148,-0.1070,1.162
15.613819565,-0.5595,1.0219,-0.1075,1.170
15.615186873,-0.5639,1.0295,-0.1085,1.179
15.618264065,-0.5695,1.0356,-0.1104,1.187
15.620160373,-0.5746,1.0407,-0.1124,1.194
15.626537565,-0.5797,1.0454,-0.1156,1.201
15.627334719,-0.5858,1.0491,-0.1185,1.207
15.627724527,-0.5917,1.0527,-0.1219,1.214
15.628093488,-0.5973,1.0549,-0.1258,1.219
15.629508142,-0.6029,1.0549,-0.1292,1.222
15.631044758,-0.6076,1.0547,-0.1331,1.224
15.633843104,-0.6122,1.0544,-0.1368,1.227
15.63520445,-0.6157,1.0522,-0.1402,1.227
15.651936219,-0.6179,1.0488,-0.1446,1.226
15.652946911,-0.6198,1.0456,-0.1485,1.225
15.653423027,-0.6193,1.0405,-0.1512,1.220
15.653826488,-0.6171,1.0339,-0.1520,1.214
15.654196527,-0.6147,1.0263,-0.1532,1.206
15.654550027,-0.6113,1.0178,-0.1546,1.197
15.654968565,-0.6071,1.0090,-0.1554,1.188
15.655330604,-0.6017,0.9985,-0.1561,1.176
15.655685027,-0.5964,0.9870,-0.1573,1.164
15.656050719,-0.5905,0.9753,-0.1581,1.151
15.657624604,-0.5846,0.9635,-0.1568,1.138
15.659392258,-0.5795,0.9513,-0.1546,1.125
15.661252181,-0.5744,0.9391,-0.1522,1.111
15.663259296,-0.5685,0.9267,-0.1500,1.097
15.665517835,-0.5617,0.9147,-0.1471,1.083
15.667426258,-0.5551,0.9034,-0.1432,1.070
15.669393642,-0.5490,0.8912,-0.1388,1.056
15.671560065,-0.5433,0.8785,-0.1341,1.042
15.673740796,-0.5385,0.8663,-0.1290,1.028
15.675549219,-0.5336,0.8558,-0.1231,1.016
15.67744695,-0.5299,0.8460,-0.1178,1.005
15.680103181,-0.5265,0.8370,-0.1121,0.995
15.681205334,-0.5221,0.8282,-0.1063,0.985
15.683426719,-0.5184,0.8192,-0.1002,0.975
15.685392373,-0.5162,0.8106,-0.0933,0.966
15.687554181,-0.5140,0.8023,-0.0870,0.957
15.689655411,-0.5113,0.7945,-0.0804,0.948
15.692071296,-0.5099,0.7872,-0.0730,0.941
15.693130719,-0.5084,0.7806,-0.0650,0.934
15.695350373,-0.5074,0.7759,-0.0569,0.929
15.697347642,-0.5072,0.7720,-0.0486,0.925
15.699603488,-0.5069,0.7676,-0.0406,0.921
15.701490988,-0.5072,0.7630,-0.0327,0.917
15.704692604,-0.5082,0.7603,-0.0252,0.915
15.705498604,-0.5096,0.7573,-0.0147,0.913
15.707695796,-0.5106,0.7542,-0.0083,0.911
15.709630411,-0.5113,0.7515,-0.0020,0.909
15.711661065,-0.5126,0.7495,0.0046,0.908
15.713376604,-0.5143,0.7481,0.0103,0.908
15.715973565,-0.5162,0.7473,0.0147,0.908
15.717951181,-0.5196,0.7471,0.0188,0.910
15.720416834,-0.5213,0.7464,0.0232,0.911
15.726883873,-0.5221,0.7451,0.0286,0.910
15.727666681,-0.5257,0.7437,0.0335,0.911
15.728060334,-0.5311,0.7427,0.0381,0.914
15.72844595,-0.5365,0.7417,0.0425,0.916
15.729946642,-0.5411,0.7412,0.0452,0.919
15.731452334,-0.5455,0.7400,0.0474,0.921
15.733428834,-0.5482,0.7388,0.0503,0.921
15.735326911,-0.5507,0.7385,0.0528,0.923
15.753196258,-0.5524,0.7376,0.0530,0.923
15.754077258,-0.5541,0.7361,0.0533,0.923
15.754596873,-0.5551,0.7344,0.0547,0.922
15.755138527,-0.5568,0.7334,0.0564,0.923
15.755588758,-0.5580,0.7324,0.0574,0.923
15.756031565,-0.5585,0.7307,0.0577,0.922
15.756459027,-0.5590,0.7283,0.0577,0.920
15.756917758,-0.5585,0.7253,0.0586,0.917
15.75736795,-0.5590,0.7231,0.0596,0.916
15.757823681,-0.5597,0.7222,0.0611,0.916
15.758266219,-0.5599,0.7205,0.0616,0.915
15.760123142,-0.5592,0.7173,0.0625,0.912
15.761419411,-0.5582,0.7144,0.0645,0.909
15.763951296,-0.5578,0.7112,0.0645,0.906
15.76536795,-0.5582,0.7085,0.0650,0.904
15.768202296,-0.5585,0.7063,0.0657,0.903
15.76918495,-0.5580,0.7031,0.0662,0.900
15.772070258,-0.5575,0.6997,0.0677,0.897
15.773199642,-0.5575,0.6963,0.0694,0.895
15.775694911,-0.5587,0.6941,0.0704,0.894
15.777360834,-0.5595,0.6916,0.0708,0.892
15.779286181,-0.5602,0.6882,0.0718,0.890
15.781246142,-0.5597,0.6860,0.0735,0.888
15.78312445,-0.5592,0.6850,0.0750,0.887
15.785257565,-0.5595,0.6828,0.0770,0.886
15.787503911,-0.5595,0.6801,0.0787,0.884
15.789391219,-0.5602,0.6782,0.0789,0.883
15.791182757,-0.5617,0.6775,0.0806,0.884
15.793046796,-0.5643,0.6772,0.0821,0.885
15.795272142,-0.5663,0.6767,0.0831,0.886
15.797061411,-0.5678,0.6753,0.0848,0.886
15.799170988,-0.5692,0.6723,0.0875,0.885
15.801256873,-0.5705,0.6689,0.0894,0.884
15.808168988,-0.5729,0.6667,0.0911,0.884
15.808972219,-0.5756,0.6662,0.0931,0.885
15.809381834,-0.5783,0.6660,0.0943,0.887
15.809702488,-0.5819,0.6657,0.0950,0.889
15.811545604,-0.5861,0.6655,0.0967,0.892
15.813157181,-0.5898,0.6645,0.0989,0.894
15.815173757,-0.5932,0.6635,0.1011,0.896
15.817081296,-0.5966,0.6604,0.1026,0.896
15.819188642,-0.6007,0.6584,0.1041,0.897
15.835556604,-0.6047,0.6569,0.1055,0.899
15.836538796,-0.6093,0.6562,0.1080,0.902
15.837024488,-0.6142,0.6567,0.1109,0.906
15.83746495,-0.6181,0.6560,0.1129,0.908
15.837931604,-0.6210,0.6547,0.1143,0.910
15.838371027,-0.6232,0.6533,0.1148,0.910
15.838850834,-0.6262,0.6516,0.1158,0.911
15.839323911,-0.6284,0.6503,0.1175,0.912
15.839788604,-0.6296,0.6491,0.1195,0.912
15.840262181,-0.6318,0.6481,0.1217,0.913
15.841362142,-0.6342,0.6464,0.1241,0.914
15.843953181,-0.6364,0.6437,0.1270,0.914
15.845200719,-0.6376,0.6403,0.1300,0.913
15.847040681,-0.6376,0.6379,0.1322,0.912
15.849261065,-0.6354,0.6354,0.1341,0.909
15.852004334,-0.6315,0.6315,0.1371,0.904
15.853916027,-0.6266,0.6259,0.1412,0.897
15.856111719,-0.6240,0.6225,0.1444,0.893
15.858060219,-0.6210,0.6191,0.1478,0.889
15.860011604,-0.6179,0.6159,0.1512,0.885
15.862037488,-0.6147,0.6117,0.1532,0.881
15.864597757,-0.6125,0.6073,0.1544,0.876
15.865194565,-0.6108,0.6034,0.1566,0.873
15.868118257,-0.6095,0.6003,0.1615,0.871
15.870117411,-0.6066,0.5964,0.1664,0.867
15.871967373,-0.6034,0.5924,0.1715,0.863
15.873619681,-0.6020,0.5890,0.1776,0.861
15.876403334,-0.6003,0.5858,0.1840,0.859
15.877451027,-0.5983,0.5841,0.1898,0.857
15.880075065,-0.5959,0.5819,0.1972,0.856
15.881998065,-0.5922,0.5802,0.2057,0.854
15.883457911,-0.5890,0.5793,0.2140,0.853
15.885825142,-0.5851,0.5797,0.2226,0.853
15.888338104,-0.5802,0.5814,0.2321,0.854
15.889094219,-0.5753,0.5824,0.2424,0.854
15.892230796,-0.5680,0.5844,0.2524,0.853
15.893376296,-0.5597,0.5878,0.2612,0.853
15.896063757,-0.5497,0.5912,0.2700,0.851
15.898111257,-0.5402,0.5959,0.2783,0.851
15.900277527,-0.5314,0.6020,0.2846,0.852
15.902187565,-0.5233,0.6088,0.2900,0.854
15.90443568,-0.5152,0.6161,0.2976,0.857
15.905900373,-0.5062,0.6232,0.3061,0.859
15.908555757,-0.5001,0.6320,0.3161,0.866
15.90999018,-0.4969,0.6430,0.3276,0.876
15.911705488,-0.4928,0.6540,0.3423,0.888
15.913210565,-0.4876,0.6633,0.3577,0.898
15.915603873,-0.4815,0.6726,0.3733,0.908
15.917759757,-0.4715,0.6826,0.3906,0.917
15.919796796,-0.4593,0.6936,0.4102,0.928
15.925807757,-0.4481,0.7065,0.4314,0.941
15.926492142,-0.4407,0.7187,0.4515,0.956
15.926887027,-0.4339,0.7293,0.4708,0.970
15.927818565,-0.4275,0.7398,0.4893,0.985
15.929726834,-0.4197,0.7512,0.5072,0.999
15.931395565,-0.4117,0.7630,0.5253,1.014
15.933544065,-0.4051,0.7747,0.5426,1.029
15.93609218,-0.4009,0.7891,0.5575,1.046
15.95292295,-0.3994,0.8045,0.5712,1.064
15.953762988,-0.3997,0.8199,0.5829,1.082
15.954231219,-0.4026,0.8338,0.5922,1.099
15.954690219,-0.4095,0.8473,0.6005,1.116
15.955236065,-0.4207,0.8597,0.6066,1.133
15.955682642,-0.4358,0.8707,0.6098,1.149
15.956129988,-0.4549,0.8785,0.6088,1.162
